id,operacional_system,processor,memory,graphics,fk_game_id
1516933c27344f478d04efa7ccaa623e2,"Windows Vista, Windows 7, Windows 10",Intel i3,8 GB RAM,,500 MB available space,1516933c27344f478d04efa7ccaa623e
957e4d4d60634f7bad2047d257a49f731,MacOS 10.14,2.9GHz Intel Core I5,8 GB,NVidia GT 740M 1 GB,,957e4d4d60634f7bad2047d257a49f73
957e4d4d60634f7bad2047d257a49f732,MacOS 10.15,3.6GHz Intel Core i3,8 GB,Radeon Pro 555X 2 GB,,957e4d4d60634f7bad2047d257a49f73
3dfcf2349c0e4fad8e5c6b33786c407e1,OSX 10.12 Sierra, Intel Core i5 @2.7Ghz,2 GB RAM,"Nvidia GT 640M, AMD Radeon HD 5750, Intel HD Graphics 6100",2 GB available space,3dfcf2349c0e4fad8e5c6b33786c407e
3dfcf2349c0e4fad8e5c6b33786c407e2,OSX 10.14 Mojave,Intel Core i5 @3.3Ghz,4 GB RAM,"Nvidia GTX 675MX, AMD Radeon R9 M290",2 GB available space,3dfcf2349c0e4fad8e5c6b33786c407e
9064fdd49de04718abe631788ad5a7591,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940,6 GB,Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,77GB,9064fdd49de04718abe631788ad5a759
9064fdd49de04718abe631788ad5a7592,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,8 GB,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,77GB,9064fdd49de04718abe631788ad5a759
954871df36d3456ca1face43aa5c2e621,,Intel Core 2 Quad CPU Q6600 @ 2.40GHz (4 CPUs) / AMD Phenom 9850 Quad-Core Processor (4 CPUs) @ 2.5GHz,4 GB RAM,,,954871df36d3456ca1face43aa5c2e62
954871df36d3456ca1face43aa5c2e622,,Intel Core i5 3470 @ 3.2GHZ (4 CPUs) / AMD X8 FX-8350 @ 4GHZ (8 CPUs),8 GB RAM,,,954871df36d3456ca1face43aa5c2e62
fe74b3dad04846e5a58f62aebd3858b61,64bit: Win7 / Win8.1 / Win10,Intel Core i3 2.5 GHz or AMD Phenom II 2.6,4GB,"1GB DirectX 11 Video Card (AMD 5570, NVIDIA 450 or Intel Integrated Graphics 530",12 GB,fe74b3dad04846e5a58f62aebd3858b6
fe74b3dad04846e5a58f62aebd3858b62,64bit: Win7 / Win8.1 / Win10,Fourth generation Intel Core i5 2.5 GHz or AMD FX8350 4.0 GHz or greater,8GB,2GB DirectX 11 Video Card (AMD 7970 or NVIDIA 770 or greater),12 GB,fe74b3dad04846e5a58f62aebd3858b6
822ad2aee1ff4b2da5dd03a9955278211,Windows 10   (720p on Low Settings),"AMD / Intel CPU, running at 3.4 GHz or higher: AMD FX 6000 series or Intel Core i5-3000 series or newer is recommended.*",8GB,"AMD/NVIDIA dedicated graphic card, with at least 4GB of dedicated VRAM and with at least DirectX 11 and Shader Model 6.0 support: AMD Radeon 500 series or NVIDIA GeForce GTX 660 or newer.",,822ad2aee1ff4b2da5dd03a995527821
822ad2aee1ff4b2da5dd03a9955278212,Windows 10  (1080p on High Settings),AMD / Intel processor running at 3.5 GHz (AMD FX 8000 series or Intel Core i5 4000 series or newer is recommended).,16GB,"AMD/NVIDIA dedicated graphic card, with at least 6GB of dedicated VRAM (or more) and with at least DirectX 11 and Shader Model 6.1 support. (AMD Radeon RX 5700 and NVIDIA GeForce GTX 1000 series or newer.",,822ad2aee1ff4b2da5dd03a995527821
cf0f9c305d5d4dc9bd0fc4c14b5f2c5d1,Windows 10,Intel Core i5-5300u,8 GB RAM,Intel HD 5500,20 GB of space,cf0f9c305d5d4dc9bd0fc4c14b5f2c5d
cf0f9c305d5d4dc9bd0fc4c14b5f2c5d2,Windows 10,Intel Core i7-3770 / AMD Ryzen 5 1500X or Higher,8 GB RAM,Nvidia GeForce GTX 970 / AMD Radeon R9 390 or Higher,20 GB of space,cf0f9c305d5d4dc9bd0fc4c14b5f2c5d
13f7f3e05e91444585e9be24b59fe5361,Windows 7/8.1/10 x64, Intel Core 2 Duo E6320 (2*1866) or equivalent,2 GB RAM,GeForce 7600 GS (512 MB) or equivalent,1 GB available space,13f7f3e05e91444585e9be24b59fe536
13f7f3e05e91444585e9be24b59fe5362,Windows 7/8.1/10 x64, Intel Core i3-2100 (2 * 3100) or equivalent or AMD Phenom II X4 965 (4 * 3400) or equivalent,4 GB RAM, GeForce GTX 660 (2048 MB),1 GB available space,13f7f3e05e91444585e9be24b59fe536
009718266e284616b3e93fbdb2ccd6711,,,,,,009718266e284616b3e93fbdb2ccd671
009718266e284616b3e93fbdb2ccd6712,,,,,,009718266e284616b3e93fbdb2ccd671
1112adb4b6af47238cbc563ae2b1c6ab1,Windows 7,Intel Core 2 Duo or equivalent,2 GB,DirectX 11 compatible video card (integrated or dedicated with min 512MB memory),20 GB,1112adb4b6af47238cbc563ae2b1c6ab
1112adb4b6af47238cbc563ae2b1c6ab2,Windows 10,Intel Core i7 or equivalent,8 GB,NVIDIA Geforce 1060 or equivalent,20 GB,1112adb4b6af47238cbc563ae2b1c6ab
4eb4eaeb9f344519b934036051b38f291,,,,,,4eb4eaeb9f344519b934036051b38f29
4eb4eaeb9f344519b934036051b38f292,,,,,,4eb4eaeb9f344519b934036051b38f29
c3006006e4c74c4d8316ff09fb8dcc8d1,,Intel Core i5-4460 / AMD FX-6300 @ 3.5 GHz or equivalent,8 GB RAM,NVIDIA GeForce GTX 730 or AMD R9 270,10 GB available space,c3006006e4c74c4d8316ff09fb8dcc8d
c3006006e4c74c4d8316ff09fb8dcc8d2,,TBD,TBD,TBD,TBD,c3006006e4c74c4d8316ff09fb8dcc8d
8c02538c55314c22b0e2216502bdac201,MacOS 10.9 Mavericks,2.0 Ghz DualCore CPU,8GB,"Intel HD4000 or better, OpenGL 3.3",2GB,8c02538c55314c22b0e2216502bdac20
8c02538c55314c22b0e2216502bdac202,MacOS 10.13 High Sierra,2.0+ Ghz QuadCore CPU,8GB,"NVIDIA Geforce 660 or AMD Radeon HD 7000 Series, OpenGL 3.3",2GB,8c02538c55314c22b0e2216502bdac20
2aa893533da449c7b146c72880a414b31,Windows 7,Intel Core i5,8 GB,Nvidia GeForce GTX 770 2GB / AMD Radeon R9 280 3GB,35 GB,2aa893533da449c7b146c72880a414b3
2aa893533da449c7b146c72880a414b32,Windows 10,Intel Core i7,16 GB,Nvidia GeForce GTX 1060 6GB / AMD Radeon RX 480 4GB,35 GB,2aa893533da449c7b146c72880a414b3
b3678744f16842debd1f2d57fbe12e9c1,Windows 10 (64-bit Required),Intel i5 @ 2.5GHz or AMD equivalent,8 GB,"ATI Radeon RX 560 2GB, Nvidia GeForce GTX 900",10 GB,b3678744f16842debd1f2d57fbe12e9c
b3678744f16842debd1f2d57fbe12e9c2,Windows 10 (64-bit Required),Intel i5 @ 2.5GHz or AMD equivalent,16 GB,"ATI Radeon R9 280 or greater, Nvidia GeForce GTX 1050 series or greater",,b3678744f16842debd1f2d57fbe12e9c
10304ec5c7cc412abaf21748c41ed6e41,"Windows 8.1, Windows 10 (64-bit versions only)", Intel Core i5-2400 or AMD FX-6300 or equivalent,8 GB RAM,NVIDIA GeForce GTX 670 or AMD R9 270,20 GB available space,10304ec5c7cc412abaf21748c41ed6e4
10304ec5c7cc412abaf21748c41ed6e42,"Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7-4770 or AMD Ryzen 5 1600 or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 or AMD R9 290X,20 GB available space,10304ec5c7cc412abaf21748c41ed6e4
6271c537ea264bc2adcdf9c200cf6aa71,Windows 7 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 3.0 GHz or higher: AMD Kaveri A10-7850K or Intel Pentium DualCore G3220 or newer is recommended / Ryzen 5 2400G (for systems using an integrated GPU),8 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 and Shader Model 5.1 support",19 GB available space,6271c537ea264bc2adcdf9c200cf6aa7
6271c537ea264bc2adcdf9c200cf6aa72,Windows 10 (Requires a 64-bit processor and operating system),IAMD / Intel processor running at 3.5 GHz or higher (AMD Ryzen 3 1300x or Intel Core i3 8100 or newer is recommended),16 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 12.0 and Shader Model 6.0 support",19 GB available space,6271c537ea264bc2adcdf9c200cf6aa7
1dcce12230b64066a988c06cdd5f653e1,Windows 7 (64-bit only),Intel® Core™ i3-8100 / AMD Ryzen™ 3 1200,6 GB RAM,Intel® UHD Graphics 630 / NVIDIA® GeForce® GTX 660 2GB / AMD Radeon™ HD 7850 2GB,60 GB available space,1dcce12230b64066a988c06cdd5f653e
1dcce12230b64066a988c06cdd5f653e2,Windows 10 (64-bit only),Intel® Core™ i5-9600K / AMD Ryzen™ 5 3600X,8 GB RAM,NVIDIA® GeForce® GTX 1060 3GB / AMD Radeon™ RX 580,60 GB available space,1dcce12230b64066a988c06cdd5f653e
764efdf6ab3e4b50856ace9afd3dcc6e1,Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 2.8 GHz or higher (AMD Phenom II X4 925 or Intel i3-4130 or newer are recommended), 4 GB RAM," AMD/NVIDIA graphic card, with at least 2GB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.1 support: AMD Radeon HD 7870 or NVIDIA GeForce GTX 760 or newer is recommended", 8 GB available space,764efdf6ab3e4b50856ace9afd3dcc6e
764efdf6ab3e4b50856ace9afd3dcc6e2,Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel processor running at 3.5 GHz or higher (AMD FX-6300 series or Intel Core i3-8100 or newer is recommended), 8 GB RAM,"AMD/NVIDIA dedicated graphic card, with at least 4GB of dedicated VRAM (or more) and with at least DirectX 11 and Shader Model 5.1 support: NVIDIA GeForce GTX 1050 Ti or AMD Radeon R9", 8 GB available space,764efdf6ab3e4b50856ace9afd3dcc6e
890c5a23bc654a1f94993c7976b3baa21,Windows 7,Dual Core,1 GB,,500 MB,890c5a23bc654a1f94993c7976b3baa2
890c5a23bc654a1f94993c7976b3baa22,Windows 7,Dual Core,2 GB,,500 MB,890c5a23bc654a1f94993c7976b3baa2
ddbac5b8afd64e36a63d6904e0ef7e411,"Win 7, 8, 10, 64bit",3 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 560, AMD HD 6870",3 GB,ddbac5b8afd64e36a63d6904e0ef7e41
ddbac5b8afd64e36a63d6904e0ef7e412,"Win 7, 8, 10, 64bit",3GHz Quad Core CPU,4 GB RAM,"GeForce GTX 660TI, AMD HD 7800 series",3 GB,ddbac5b8afd64e36a63d6904e0ef7e41
46b393b6aed04d7e962a33f2d752a3bd1,Windows® 7,"Intel Core i3-3220 @ 3.3 Ghz | AMD FX-4130 @ 3.9 Ghz, or better",4 GB RAM," NVIDIA GeForce GTX 660 with 2 GB VRAM | AMD Radeon R7 265 with 2 GB VRAM, or better",12.7 GB,46b393b6aed04d7e962a33f2d752a3bd
46b393b6aed04d7e962a33f2d752a3bd2,Windows® 10,"Intel Core i5-4460 @ 3.2 Ghz | AMD Ryzen 5 1600 @ 3.2 Ghz, or better",4 GB RAM,"NVIDIA GeForce GTX 770 with 4 GB VRAM | AMD Radeon RX 470 with 4 GB VRAM, or better",,46b393b6aed04d7e962a33f2d752a3bd
d98e4e1bcca8487daba595cc792e2b851,Windows® 7,"Intel Core i3-3220 @ 3.3 Ghz | AMD FX-4130 @ 3.9 Ghz, or better",4 GB RAM," NVIDIA GeForce GTX 660 with 2 GB VRAM | AMD Radeon R7 265 with 2 GB VRAM, or better",7.22 GB,d98e4e1bcca8487daba595cc792e2b85
d98e4e1bcca8487daba595cc792e2b852,Windows® 10,"Intel Core i5-4460 @ 3.2 Ghz | AMD Ryzen 5 1600 @ 3.2 Ghz, or better",4 GB RAM,"NVIDIA GeForce GTX 770 with 4 GB VRAM | AMD Radeon RX 470 with 4 GB VRAM, or better",,d98e4e1bcca8487daba595cc792e2b85
6e02cab6e82243858462ba7f93c82e9d1,Windows 7/8.1/10 (64 bit only),"Intel Core i5-2500k, AMD FX-6100",8GB,NVIDIA GeForce GTX 660 or AMD Radeon R9 270X,2GB available hard drive space,6e02cab6e82243858462ba7f93c82e9d
6e02cab6e82243858462ba7f93c82e9d2,Windows 10 (64 bit only),"Intel Core i5-4690K, AMD Ryzen5 1500X",8GB (Dual-channel setup),NVIDIA GeForce GTX 970 or AMD Radeon RX 480,2GB available hard drive space,6e02cab6e82243858462ba7f93c82e9d
d4497261293046f58c0a429a11a7d8521,Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,Intel Core2 Duo E4300 (2 * 1800) or equivalent | AMD Athlon 64 X2 5000+ (2 * 2600) or equivalent,2048MB,GeForce GT 610 (1024 MB) or equivalent | Radeon HD 6450 (512 MB) or equivalent,400MB,d4497261293046f58c0a429a11a7d852
d4497261293046f58c0a429a11a7d8522,Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,Intel Core 2 Duo E7300 (2 * 2660) or equivalent | AMD Athlon 64 X2 6000+ (2 * 3000) or equivalent,4096MB,GeForce GTX 560 Ti (1024 MB) or equivalent | Radeon HD 2900 XT (1024 MB) or equivalent,400MB,d4497261293046f58c0a429a11a7d852
85f5ff10c31c4cd99978f4d57d3ec97a1,"Win7 64-bit, Win8/8.1 64-bit",Core 2 Duo E8200 2.66GHz or Phenom II X2 545,3 GB RAM,GeForce GTS 250 or Radeon HD 4830,60 GB available space,85f5ff10c31c4cd99978f4d57d3ec97a
85f5ff10c31c4cd99978f4d57d3ec97a2,Windows 10 64-bit,Core 2 Quad Q9550 2.83GHz or Phenom II X4 955,4 GB RAM,GeForce GTX 560 or Radeon HD 6950,100 GB available space,85f5ff10c31c4cd99978f4d57d3ec97a
8891a362aacf45e68b618eced3b4ba001,Windows XP,Core 2 Duo or AMD Equivalent,1500 MB RAM,NVIDIA GeForce GT 430 or ATI equivalent,900 MB available space,8891a362aacf45e68b618eced3b4ba00
8891a362aacf45e68b618eced3b4ba002,Windows 7,Intel Core i3 or faster,3000 MB RAM,NVIDIA Geforce GT 640 or faster,900 MB available space,8891a362aacf45e68b618eced3b4ba00
70c286b7eb704c9eaa59e665714470921,Windows 7/8.1/10 (32-bit versions),Intel Core Duo E6600 @ 2.4GHz,2GB,"Intel 4400, GeForce GT 8800, AMD Radeon HD 4650",4GB,70c286b7eb704c9eaa59e66571447092
70c286b7eb704c9eaa59e665714470922,Windows 7/8.1/10 (64-bit versions),"i5-2500k@3.3GHz, AMD FX 6300 3.5GHz",4GB,"GeForce GTX 750, AMD R7 370",4GB,70c286b7eb704c9eaa59e66571447092
fafa9c3177db4dd6a1b225efe4fe904c1,Windows 7,3.0 GHz Dual Core Processor,2 GB RAM,DirectX 10 graphics adapter with 1 GB VRAM,,fafa9c3177db4dd6a1b225efe4fe904c
fafa9c3177db4dd6a1b225efe4fe904c2,Windows 10,3.2 GHz Quad Core Processor,4 GB RAM,DirectX 11 graphics adapter with 1 GB VRAM,,fafa9c3177db4dd6a1b225efe4fe904c
9ca2b214a7b0477cb57fb0975f50043c1,"Mac OS X 10.8, 10.9, 10.10","Intel Core 2 Duo, 2.0GHz or faster processor",2GB System RAM,,,9ca2b214a7b0477cb57fb0975f50043c
9ca2b214a7b0477cb57fb0975f50043c2,"Mac OS X 10.8, 10.9, 10.10","Intel Core 2 Duo, 2.0GHz or faster processor",2GB System RAM,,,9ca2b214a7b0477cb57fb0975f50043c
942e9424124145fca7fadefefb9b70e61,Windows 10,Intel Core i3-4130, 2 GB RAM,GeForce GTX 650 (1024 MB Ram),,942e9424124145fca7fadefefb9b70e6
942e9424124145fca7fadefefb9b70e62,Windows 10,Intel Core i5-4690, 8 GB RAM,GeForce GTX 660 (2048 MB Ram),,942e9424124145fca7fadefefb9b70e6
e48a48c96c594e30a9872d051b3b5d8b1,"64-bit Windows 7, Windows 8, Windows 10",Intel Core i3-2100T @ 2.5GHz or AMD FX-4100 @3.6 GHz,4 GB RAM,"Nvidia Geforce GTX 650, AMD Radeon HD 7770 graphics card or better (min. 2 GB VRAM, DX11 support)",20 GB free hard drive space,e48a48c96c594e30a9872d051b3b5d8b
a23c6b7934d2436b8e27860d805ec26a1,Windows 7 64bit,Intel Core i5 3rd Generation,8 GB,NVIDIA GeForce GTX 750 Ti/ AMD Radeon HD 7750,10 GB of free space,a23c6b7934d2436b8e27860d805ec26a
a23c6b7934d2436b8e27860d805ec26a2,Windows 10 64bit,Intel Core i7 7th Generation,16 GB,NVIDIA GeForce GTX 1080,10 GB of free space,a23c6b7934d2436b8e27860d805ec26a
bc24fd6c82354ae18279e18effaa640e1,"Windows 7, Windows 10",Intel Core i3 (3.4 GHz) or AMD A8-7600 (3.1 GHz),8 GB RAM,AMD Radeon HD 6850 / NVIDIA GeForce 650 / Intel Iris Pro 5200,5 GB available space,bc24fd6c82354ae18279e18effaa640e
bc24fd6c82354ae18279e18effaa640e2,"Windows 7, Windows 10",Intel Core i3 (3.4 GHz) or AMD A8-7600 (3.1 GHz),8 GB RAM,AMD Radeon HD 6850 / NVIDIA GeForce 650 / Intel Iris Pro 5200,5 GB available space,bc24fd6c82354ae18279e18effaa640e
32052e4882be420e8b009f05483f1f231,OS 10.14,1.6ghz processor,4 GB RAM,Onboard or dedicated graphics accelerator with 2GB+ of video RAM,11 GB,32052e4882be420e8b009f05483f1f23
32052e4882be420e8b009f05483f1f232,Latest version OS X,2.4ghz processor,16 GB RAM,Dedicated graphics accelerator with 4GB+ of video RAM,,32052e4882be420e8b009f05483f1f23
a47960f6b6b147d4b257e83c808eabc31,"Windows Vista® (with Service Pack 2)/ Windows 7® (with Service pack 1), both 32 bit & 64 bit versions.",Intel Pentium D 3.0 Ghz or AMD Athlon64 X2 4400+ 2.2Ghz,2GB Windows Vista or Windows 7,"512 MB DirectX–compliant, Shader 4.0–enabled video card based on nVidia GeForce 8600 GTS/AMD Radeon HD 4650",,a47960f6b6b147d4b257e83c808eabc3
a47960f6b6b147d4b257e83c808eabc32,"Windows Vista® (with Service Pack 2)/ Windows 7® (with Service pack 1), both 32 bit & 64 bit versions.",Intel Core2 Quad Q9450/ AMD Phenom II X4 940 or higher,3 GB Windows Vista® & 7®,"1024 MB DirectX–compliant, Shader 4.0–enabled video card based on nVidia GeForce GTX 460 or AMD/ATi HD 5850 or better.",,a47960f6b6b147d4b257e83c808eabc3
b97a6ef46c4f4eaaa2dc324693df07651,Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 3.0 GHz or higher: AMD Kaveri A10-7850K or Intel Pentium DualCore G3220 or newer is recommended / Ryzen 5 2400G (for systems using an integrated GPU),8 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 and Shader Model 5.1 support",19 GB available space,b97a6ef46c4f4eaaa2dc324693df0765
b97a6ef46c4f4eaaa2dc324693df07652,Windows 10 (Requires a 64-bit processor and operating system),IAMD / Intel processor running at 3.5 GHz or higher (AMD Ryzen 3 1300x or Intel Core i3 8100 or newer is recommended),16 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 12.0 and Shader Model 6.0 support",19 GB available space,b97a6ef46c4f4eaaa2dc324693df0765
1ad9b7fca007477ca454d2048d019d2f1,Windows 7 64-bit,Intel Core 2 Duo E6320 (2*1866),2 GB,GeForce 7600 GS (512 MB),,1ad9b7fca007477ca454d2048d019d2f
1ad9b7fca007477ca454d2048d019d2f2,Windows 10 64-bit,"i5-2500k@3.3GHz, AMD FX 6300 3.5GHz",4GB,,,1ad9b7fca007477ca454d2048d019d2f
88be2cd8fc104ff1b81783d6930e69221,Windows 7 64-bit,Intel i3-2100 @ 3GHz,2GB,  GTX650 1GB VRAM,,88be2cd8fc104ff1b81783d6930e6922
88be2cd8fc104ff1b81783d6930e69222,Windows 10 64-bit, Intel Core i5 2300,4GB,GTX750ti ,,88be2cd8fc104ff1b81783d6930e6922
3fb9665744a5404d95de612ddc445f351,10.5.5 (64-bit),Intel i3 3.0 ghz,4GB,Intel Integrated Graphics,300MB,3fb9665744a5404d95de612ddc445f35
3fb9665744a5404d95de612ddc445f352,10.10.2 (64-bit),Intel i5 3.5 ghz,8GB,,300MB,3fb9665744a5404d95de612ddc445f35
14f073a7a4204943b830717c32e2c7101,Windows 7,Toaster processor or better (2009+),1024 MB RAM,Any card made during or after 2009,2 GB,14f073a7a4204943b830717c32e2c710
14f073a7a4204943b830717c32e2c7102,"Windows 7, maybe even higher than 7",Two toaster processors or better (2011+),1024 MB RAM,Any card made in the last five years,2 GB,14f073a7a4204943b830717c32e2c710
a8b9cb3f7f0143bc9366ec7695f7876c1,Microsoft® Windows® XP / Vista / 7,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,1 GB RAM,Graphics Card with 128 MB of RAM,500 MB HD space,a8b9cb3f7f0143bc9366ec7695f7876c
a8b9cb3f7f0143bc9366ec7695f7876c2,Microsoft® Windows® 10,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,2 GB RAM,Graphics Card with 256 MB of RAM,1 GB HD space,a8b9cb3f7f0143bc9366ec7695f7876c
2e4e9ce2c17649018d45692284dfd8901,Windows 7,"4 threads, 2.5+ Ghz",4 GB,GeForce GTX 760,6GB,2e4e9ce2c17649018d45692284dfd890
2e4e9ce2c17649018d45692284dfd8902,Windows 10,"4 cores, 3+ Ghz",6 GB,GeForce GTX 1050,6GB,2e4e9ce2c17649018d45692284dfd890
c51628e14ff54e45a2aef41806e834cb1,Windows Vista or 7,Core 2 Duo,2 GB RAM,SM3 512MB VRAM,4 GB available space,c51628e14ff54e45a2aef41806e834cb
c51628e14ff54e45a2aef41806e834cb2,Windows 8 or 10 64 bit,Core i5,4 GB RAM,SM4 1GB VRAM,4 GB available space,c51628e14ff54e45a2aef41806e834cb
b5dba5ebbdf84ecaad0edf4f5e0262471,Windows 7+,"AMD Athlon 64 X2 Dual Core 6400+, 3.2GHz, Intel Core2 Duo E8400, 3.0GHz",1GB,"9800 GTX, Radeon HD 5850",100MB,b5dba5ebbdf84ecaad0edf4f5e026247
b5dba5ebbdf84ecaad0edf4f5e0262472,Windows 10,Intel Quad-Core,2GB,,,b5dba5ebbdf84ecaad0edf4f5e026247
eb38399025864ffb88a7e027d02502a81,Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,eb38399025864ffb88a7e027d02502a8
eb38399025864ffb88a7e027d02502a82,Windows 7/8/10 [64-bit],3.5 Ghz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,eb38399025864ffb88a7e027d02502a8
5ce7e46378254948a5eb921ca32cf5691,Windows 10 64-bits,Intel Core i5-2500K@3.3GHz/AMD FX 6300@3.5GHz,8GB RAM,Nvidia GeForce GTX 780 (3 GB)/AMD Radeon R9 290 (4GB),50~100GB,5ce7e46378254948a5eb921ca32cf569
5ce7e46378254948a5eb921ca32cf5692,Windows 10 64-bits,Intel Core i7-4770K@3.5GHz/Ryzen 5 1500X@3.5GHz,16GB RAM,Nvidia GeForce GTX 1060 (6 GB)/AMD Radeon RX 580 (8GB) ,50~100GB,5ce7e46378254948a5eb921ca32cf569
12f1d63f735341ddbb21a192010096a71,Mac OS X 10.6.8,2.0GHz CPU,4GB,,3GB,12f1d63f735341ddbb21a192010096a7
12f1d63f735341ddbb21a192010096a72,Mac OS X 10.15,2.0GHz CPU,8GB,,3GB,12f1d63f735341ddbb21a192010096a7
4fc245c9e77a4560a31e0dc77e89d7161,Windows 7/8.1/10 64 Bit,Intel Core 2 Duo 3.0 GHz/Intel i7 8550U 1.80GHz,4 GB/6 GB (It is 4 for dedicated GPU and 6 for integrated one),Nvidia GTX 460 1GB/AMD Radeon HD 5770 1 GB/Intel UHD Graphics 620,26 GB,4fc245c9e77a4560a31e0dc77e89d716
4fc245c9e77a4560a31e0dc77e89d7162,Windows 7/8.1/10 64 Bit,Intel i5-6600 / Ryzen 5 2600X,8 GB,Nvidia GTX 970 / AMD Radeon R9 270X 2 GB,26 GB,4fc245c9e77a4560a31e0dc77e89d716
754412e3df444c0c84653ea7aa047fe61,Windows 7 (64 bit),Dual Core 2.4Ghz,4 GB RAM,GeForce 880 GT / AMD HD 6850 / Intel HD Graphics 520 or above,400 MB Available Space,754412e3df444c0c84653ea7aa047fe6
754412e3df444c0c84653ea7aa047fe62,Windows 7 (64 bit),Dual Core 2.4Ghz,4 GB RAM,GeForce 880 GT / AMD HD 6850 / Intel HD Graphics 520 or above,400 MB Available Space,754412e3df444c0c84653ea7aa047fe6
f2046150a9d24931a83bdb64ecc08f141,Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,f2046150a9d24931a83bdb64ecc08f14
f2046150a9d24931a83bdb64ecc08f142,Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,f2046150a9d24931a83bdb64ecc08f14
a0bb13a219f747f88dff4c2a50b070c01,Windows 7 / 8 / 10 64 bit,Intel Core i3-7350K (4.20 GHz) or better,8 GB,AMD Radeon RX 470,,a0bb13a219f747f88dff4c2a50b070c0
a0bb13a219f747f88dff4c2a50b070c02,Windows 7 / 8 / 10 64 bit,Intel Core i5-4590 (3.70 GHz) or better,8 GB,Nvidia GeForce GTX 970,,a0bb13a219f747f88dff4c2a50b070c0
061c756f526f429694c30188a0a994821,Windows 7,2.4 GHz Dual Core,4 GB RAM,GTX 760 or Equivalent,2 GB available space,061c756f526f429694c30188a0a99482
061c756f526f429694c30188a0a994822,Windows 10,2.4 GHz Quad Core,8 GB RAM,GTX 1060 or Equivalent,2 GB available space,061c756f526f429694c30188a0a99482
d7346eea46ef4d109b459ef71ddc09e91,,"Pentium 4 3.2 Ghz, Pentium D 2.66 Ghz, AMD Athlon 64 3500+ or better",,"256 MB, Shader Model 3 required, NVidia 6800 or ATI X1650 or better",,d7346eea46ef4d109b459ef71ddc09e9
d7346eea46ef4d109b459ef71ddc09e92,,"Intel Core 2 Duo Family, AMD 64 X2 5200+, AMD Phenom or better",,"512 MB, NVidia 8600 GTS or better, ATI X1900 or better",,d7346eea46ef4d109b459ef71ddc09e9
6981d7b46a594991b7dc2b27d64dd5011,,AMD Athlon™ 1 GHz or Pentium® III 1 GHz,256 MB, 64 MB DirectX® 9.0b-compliant graphics card,,6981d7b46a594991b7dc2b27d64dd501
6981d7b46a594991b7dc2b27d64dd5012,,AMD Athlon 2-3 GHz or Pentium 4 2-3 GHz,512 - 1024 MB,128 MB GeForce™ 4 128 MB to GeForce FX 5950; ATI Radeon 9500-9800 XT,,6981d7b46a594991b7dc2b27d64dd501
55196df9a34f4bb0a6c4cf28315dafa01,Microsoft® Windows® 7 (64-bit),1.8 GHz Processor,4 GB RAM,DirectX 10-compatible graphics card with at least 256MB of video memory,7 GB available space,55196df9a34f4bb0a6c4cf28315dafa0
55196df9a34f4bb0a6c4cf28315dafa02,Microsoft® Windows® 10 (64-bit),2.4 GHz Processor,8 GB RAM,DirectX 10-compatible graphics card with at least 256MB of video memory,9 GB available space,55196df9a34f4bb0a6c4cf28315dafa0
